Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK56,OUT017,3080.697668182389
FDY12,OUT035,1043.6635087676236
FDU15,OUT035,820.2664392940942
FDQ19,OUT046,3894.7221555057167
DRF15,OUT045,2377.4508607251655
DRE25,OUT019,-429.4445747165706
FDK57,OUT018,1634.8813970248639
FDD33,OUT010,1727.8647901262734
FDR34,OUT027,5120.569548669811
FDU04,OUT045,1895.0789833320819
FDE35,OUT019,-850.9554858539291
NCD31,OUT035,2720.6202090905645
FDJ56,OUT035,1735.5153554431176
NCU53,OUT046,2602.0844079959775
FDD39,OUT035,3545.3820391423496
NCU17,OUT019,-269.05635575047484
FDJ20,OUT046,2005.8573318474669
NCW41,OUT018,2206.0851637316737
FDL52,OUT035,846.1960640235534
FDS39,OUT035,2415.884900639173
DRJ47,OUT045,2682.502362836916
FDP13,OUT010,-1215.765038256911
DRK39,OUT010,-583.8231189807616
FDF28,OUT010,155.09146026837527
FDB09,OUT045,1944.2122668734255
FDM51,OUT046,1666.6432152229768
DRM49,OUT018,493.5650402988781
DRF23,OUT013,2805.897053452654
DRH01,OUT035,2863.5323418866947
FDH12,OUT027,3172.5322492030004
FDA28,OUT019,148.4030997640234
FDW37,OUT018,1171.2450352113317
FDF02,OUT046,1663.7024579241715
DRL37,OUT046,719.4093845491539
NCF43,OUT046,2239.7580329953344
FDH08,OUT010,1713.059918164845
FDR34,OUT019,1788.7434462318938
NCK19,OUT049,3159.492524919154
NCD55,OUT018,428.0296842624765
FDT27,OUT049,3835.2254373352844
FDQ57,OUT045,2290.4890815990075
FDA47,OUT035,2761.9584797494945
DRG15,OUT027,2472.219444185526
FDE05,OUT018,2099.1568317149213
FDN46,OUT046,1651.6343438381573
FDX27,OUT027,2981.9645841917622
FDT51,OUT045,1765.4278035412326
FDU33,OUT013,815.433439121543
FDJ16,OUT027,2423.4066563536558
FDD20,OUT019,81.73028120268236
FDT36,OUT049,667.7040427331017
DRF15,OUT027,3871.3217089070595
FDN52,OUT010,-470.73630893197014
FDC22,OUT027,4511.149494455536
FDX15,OUT045,2467.0670824034196
FDT13,OUT013,3011.9092052025894
FDU04,OUT017,2065.204663653827
FDU31,OUT019,1581.4635034691332
FDW59,OUT027,2839.8041602921426
NCO29,OUT046,2610.071574018638
FDL15,OUT035,2576.188052789119
FDI41,OUT049,2458.8590901051693
FDQ48,OUT049,1734.4881527959938
DRI39,OUT013,931.2873077591812
FDI08,OUT013,4032.5702880122635
FDC21,OUT049,1914.7833613670173
FDF58,OUT035,1187.3059575665397
FDS08,OUT010,918.0993083554549
FDE47,OUT045,1912.7318639538103
NCP18,OUT019,516.7528091032116
NCR41,OUT013,1566.1534715621424
FDA27,OUT013,4091.898203909761
FDA43,OUT035,3224.885745219789
FDA49,OUT045,1335.4985924656146
NCE55,OUT018,2528.9329517896426
DRM49,OUT027,2229.4254087660415
FDF22,OUT027,4845.11901028331
FDQ15,OUT018,1054.543818667948
NCS54,OUT017,2869.7885702785193
NCY05,OUT013,631.3842648164364
FDR45,OUT046,3797.395101651715
FDK57,OUT049,2041.437607981151
FDF41,OUT010,1978.6837109621915
FDV21,OUT046,2015.578280759717
FDD51,OUT046,752.3618328284892
FDF33,OUT046,1779.0940756905607
FDA38,OUT046,3784.7510308855244
FDR56,OUT045,3070.716137508029
NCN41,OUT017,2029.1631569928682
FDC60,OUT027,2908.8883339308823
FDB47,OUT045,3227.983841164842
DRH01,OUT013,2793.7945094718434
FDW08,OUT046,1673.0610436997385
FDF38,OUT027,2169.897746888561
FDY32,OUT017,2685.9118810011405
FDG34,OUT049,1910.1074050511124
FDG47,OUT019,2220.9989927262136
NCF18,OUT035,3121.0883007223347
FDL39,OUT019,1020.8284381299577
NCH55,OUT035,2140.3146007954974
DRJ35,OUT049,1087.8294338474998
FDS44,OUT035,3941.9409945963143
DRE01,OUT018,3494.104229884588
FDY39,OUT013,3009.4803765163974
FDY32,OUT018,2288.675689310854
FDR33,OUT027,3248.8954271114753
NCP50,OUT049,1398.4164267727322
FDZ47,OUT018,1351.026588652759
FDU57,OUT049,2564.652934746664
FDY44,OUT013,3165.9584252228483
DRH59,OUT018,918.3095233033866
FDB03,OUT027,5268.16153997398
FDY46,OUT045,2899.998808071954
FDM39,OUT045,2756.6733849598277
FDY36,OUT035,1382.1851541230635
NCM55,OUT035,3041.5088567467837
FDJ50,OUT010,-1019.4044424956778
DRL60,OUT013,2433.0535960460375
NCJ54,OUT049,3745.5804294441023
FDX59,OUT017,695.0755178753973
FDI07,OUT013,3229.239048085171
DRF51,OUT010,-1300.2724998584283
FDM14,OUT017,1882.3231325563288
FDP21,OUT045,2970.520384621482
FDE40,OUT035,1216.7912404665944
FDE05,OUT035,2540.3486111280713
FDM13,OUT027,3577.9888370898852
FDC34,OUT027,3966.1488724444416
NCI55,OUT018,1675.6349993615818
NCE43,OUT018,2373.3086107503054
FDW58,OUT018,1457.988351985347
FDG60,OUT045,3639.078798026122
FDV31,OUT017,2898.676710493038
FDR47,OUT013,3105.2149044863954
FDM60,OUT019,-1161.915807142748
NCF06,OUT018,3791.3953792851144
NCN26,OUT027,3303.8828449604907
FDQ59,OUT049,1535.8774808749376
FDF09,OUT046,645.5837712837454
NCS06,OUT017,4257.689850349726
FDT44,OUT046,1883.6643192329716
FDI19,OUT017,3964.9707451652785
FDT22,OUT017,1086.0759269121902
NCF54,OUT027,4144.650840598195
DRG25,OUT045,2879.9613535206777
FDB59,OUT017,3241.678424301396
FDQ37,OUT017,3181.2239888983786
FDP56,OUT035,957.8684989508697
FDW44,OUT035,2928.4193831905027
FDJ26,OUT010,1519.9746911208522
FDU43,OUT018,3516.875623079065
FDW33,OUT045,1618.270593474214
NCX53,OUT027,3722.5174127704786
FDN56,OUT010,446.0114180487527
DRF15,OUT049,2514.807195139
FDO33,OUT017,1937.2012220107854
FDZ39,OUT010,-187.95727223807785
NCJ19,OUT017,980.9379948509463
FDU01,OUT035,3114.661665350387
FDT12,OUT035,3739.9201560028596
NCM18,OUT018,716.1116859607307
FDP19,OUT017,2143.3112210787012
NCR42,OUT049,652.7711410926647
FDN10,OUT046,1910.4717509503344
FDG44,OUT017,1010.1731394080687
FDQ10,OUT046,2736.122228974141
DRH13,OUT049,1794.6522322749847
FDT52,OUT013,3950.3372594247976
FDM56,OUT045,1712.0312883296242
NCO43,OUT010,-296.32843701665183
NCV29,OUT035,2934.6636422416263
NCF06,OUT013,4125.490359980481
FDO50,OUT035,1620.938895674546
FDT59,OUT013,3676.643440898647
FDX40,OUT027,2073.8939919238182
FDE50,OUT017,3111.8372147028945
FDX51,OUT017,3281.186935922554
NCD30,OUT018,1294.0871376112918
FDK15,OUT013,1647.9990215483185
FDL12,OUT045,970.8533644725449
FDK46,OUT017,4205.039377369389
DRH49,OUT010,-608.7830735713455
FDQ57,OUT046,2356.9316504859576
FDY59,OUT017,1628.0690518668907
FDO09,OUT018,3881.35615606414
NCG30,OUT035,2127.5075179363944
FDM09,OUT017,2825.3121763776576
NCN17,OUT027,3056.9514674075317
NCS42,OUT013,1463.539907013054
FDD02,OUT019,-15.952596877330507
FDE34,OUT013,2920.1203699674143
FDU38,OUT045,2985.993504801329
FDB33,OUT046,2519.598854401265
NCJ29,OUT017,1494.8377801703577
FDZ27,OUT035,967.528707772723
FDI40,OUT013,1670.8262109043822
FDG22,OUT013,723.9442440245962
FDT51,OUT017,1941.7713423424975
FDF20,OUT018,2880.16373975145
FDV50,OUT035,2090.604560479468
FDT02,OUT049,730.1524416197481
DRC49,OUT017,2399.03415567521
FDF26,OUT049,2571.453126911176
FDV52,OUT035,2086.977238460712
FDX59,OUT049,710.5719125869482
FDV25,OUT035,3667.3693616758937
FDW23,OUT027,2107.4466572906354
FDE53,OUT018,1469.5616576187158
FDA19,OUT017,2193.008201274055
FDH22,OUT046,2008.1264100046496
NCO41,OUT013,1596.4542359354805
FDX12,OUT017,3965.4053370532183
FDF17,OUT013,3164.2057035552075
FDS11,OUT045,3497.5856274345483
FDR51,OUT035,2557.271871163853
FDT49,OUT010,-237.09916465560013
FDC56,OUT013,1951.429347432415
FDR13,OUT027,3372.3839711231653
FDQ60,OUT035,2112.686788486413
FDN38,OUT049,4065.758426020415
NCL29,OUT013,2509.3515892076707
FDO13,OUT027,4063.683483434883
FDE26,OUT018,2018.1153988153906
FDA31,OUT010,814.9549423779645
FDX14,OUT035,1373.9589874612548
FDA34,OUT045,2713.1712571749854
FDF26,OUT013,2522.3768591521625
FDE38,OUT045,2592.0147869594343
DRI11,OUT046,1820.3015269742828
FDQ60,OUT027,3385.4595062667377
FDL21,OUT027,2178.0618938103557
DRC12,OUT027,4487.579499452346
FDC47,OUT046,3592.3788128620763
FDE57,OUT045,2178.863827650138
FDT14,OUT045,1892.157333497314
NCZ53,OUT046,2993.464728759189
FDE28,OUT018,3391.589928547847
FDR19,OUT035,2466.7239910118633
NCF54,OUT019,839.8793834841688
FDZ08,OUT046,1353.7686289653004
NCJ05,OUT018,2156.5181993581427
FDF59,OUT046,2036.0082662154446
NCO05,OUT035,1746.7365955957234
FDW24,OUT018,563.7014578259673
NCX42,OUT018,2358.18565760312
NCA53,OUT035,940.4027669919915
FDI45,OUT019,922.5705310668891
FDG46,OUT046,1868.8465430133629
FDM20,OUT010,1938.2864695696985
FDW11,OUT010,-893.7184694735502
FDX08,OUT035,3002.7091423594306
NCK17,OUT035,816.4787052122733
FDK32,OUT018,2184.7635444909747
NCA42,OUT035,2669.33037807819
DRI01,OUT035,2854.098647829863
NCL55,OUT049,4081.070420716005
DRE25,OUT018,1232.1562393025617
FDD14,OUT017,2989.0956489657356
FDB10,OUT046,3725.6101696041997
DRN11,OUT035,2424.0234865222537
FDP38,OUT018,584.7767870569892
NCA30,OUT017,3052.1285858031997
FDT15,OUT017,3084.155711156268
NCP55,OUT018,655.0245921260662
FDF12,OUT035,2513.333125108907
FDM21,OUT018,3765.84087333789
FDX56,OUT035,3443.949234451542
FDF10,OUT017,2444.384890113723
FDT32,OUT045,2979.6688774047943
FDM51,OUT018,1410.3697472241172
NCR50,OUT018,2166.3501542414756
FDI19,OUT049,3930.6880690611206
FDX21,OUT017,1840.7149043801232
FDR31,OUT035,2514.1207373356256
FDY02,OUT013,4192.9229922064205
NCA29,OUT045,2619.407099903007
NCX17,OUT046,3620.575585099593
FDM12,OUT045,2990.898093999782
FDI53,OUT027,4030.8248484740125
NCU30,OUT049,2686.9823620501866
FDC56,OUT027,3380.4068406214074
FDK27,OUT018,1712.5075802568458
NCK18,OUT017,2740.4114942537954
FDB52,OUT019,2178.7616413129495
DRG25,OUT027,4434.5212483207815
FDZ13,OUT049,988.9226031277494
FDB57,OUT019,1696.439693556968
FDR40,OUT046,1401.700007073546
NCO14,OUT019,-1160.0466721035848
NCN19,OUT045,2943.9428061780477
FDQ28,OUT019,613.4295361350246
FDO13,OUT018,2351.8708809698946
FDK48,OUT013,1295.6584765830044
FDU07,OUT018,2158.663591108424
FDW20,OUT046,1974.391079805906
FDV12,OUT010,-281.8735527286201
FDH24,OUT013,2558.32975240053
FDV59,OUT049,3521.5190928446095
FDK57,OUT045,1858.9631259529751
FDL16,OUT027,2194.2811201065465
NCQ17,OUT046,2439.816126602915
FDJ15,OUT018,2716.312591594618
FDX24,OUT049,1615.0703333509277
FDT47,OUT046,1604.0856020893802
FDT10,OUT049,1144.1420843490573
FDZ37,OUT018,1203.2624565019103
FDW43,OUT027,5132.5583649714945
DRN36,OUT017,1635.9794181217385
FDJ14,OUT045,1292.4639594965904
FDA32,OUT013,3481.005025990625
FDJ38,OUT019,1166.0714592870468
FDQ57,OUT017,2450.09037672853
NCQ41,OUT019,1152.4896707943644
FDG56,OUT049,1129.875623345271
DRC13,OUT027,3471.931901093454
FDV55,OUT035,2452.5435476394737
FDQ49,OUT045,2477.1011332206576
FDE29,OUT010,-946.4875647113427
FDR03,OUT013,3332.3539368169563
FDD45,OUT049,1605.5430421766455
FDN38,OUT010,2060.7768699601006
FDT56,OUT046,992.052788354812
FDT48,OUT045,3112.590224753511
FDU03,OUT049,3002.2893145450657
FDC56,OUT010,-27.88275635882553
NCO43,OUT027,3031.819076233773
FDQ27,OUT017,1796.7822260483285
FDR03,OUT046,3317.8404609212835
DRH23,OUT010,-1075.6653505972758
FDG22,OUT045,629.4437624538609
NCJ42,OUT013,1686.514357783154
FDR24,OUT046,1508.6572351721047
FDW60,OUT035,3000.302065541317
FDJ08,OUT013,3038.4535459898816
DRL59,OUT018,587.4986985225776
FDG60,OUT010,1759.3159550941564
FDW27,OUT017,2634.963581630324
FDX14,OUT018,980.9484949905875
FDC20,OUT013,973.7842771883502
NCS29,OUT018,3858.820991301609
FDJ56,OUT046,1597.2650780995182
FDB20,OUT019,-637.5578162263137
FDL28,OUT027,5109.951790632466
FDW01,OUT018,2143.7071348963946
FDL03,OUT046,3180.9419771711478
FDX22,OUT049,3466.783912964099
FDJ21,OUT035,2499.7140826470127
FDR31,OUT045,2337.4248162393114
FDG21,OUT035,2581.108321903928
FDS22,OUT027,2225.5493294758926
FDK08,OUT035,1781.0556938550835
FDE17,OUT018,2183.8143671020625
NCN30,OUT017,1636.0736876708343
FDT50,OUT046,1608.2732876978648
NCX42,OUT049,2693.1392461162436
FDJ12,OUT035,3487.6415751492227
NCA18,OUT027,3312.013103198828
FDP23,OUT019,1552.0395470882227
FDX12,OUT013,3885.0168673743838
FDN40,OUT018,2159.5147220591
FDV48,OUT035,1462.731588416064
NCY54,OUT013,2714.0920532136515
FDL16,OUT010,-1184.11556681928
FDR45,OUT018,3527.1181786924926
FDJ52,OUT046,2580.0253260381483
DRG01,OUT017,1351.1142858499882
FDP52,OUT013,3724.653436564512
FDU58,OUT017,3120.145452264168
FDL02,OUT045,1662.3306304431558
FDG28,OUT013,3936.1409433032286
FDA19,OUT035,2213.624656014723
FDW46,OUT027,2584.7784262294454
NCD43,OUT049,1748.8278170385843
DRG39,OUT013,885.015340966967
NCF55,OUT049,697.034925959855
FDJ07,OUT046,1911.172003454642
FDE08,OUT046,2395.1820845466964
FDP56,OUT019,-1061.9784070060086
FDT45,OUT045,821.1723368821786
FDF17,OUT018,2826.973478562735
FDX44,OUT046,1431.903357247234
FDM28,OUT027,4313.410552886837
FDI36,OUT049,3279.083853048589
FDS07,OUT045,1776.9777734510967
FDD36,OUT045,1833.2922185147631
FDW11,OUT046,1005.4909353040002
FDN40,OUT049,2559.8521383660695
NCQ18,OUT049,1633.7094516273437
NCQ54,OUT017,2736.2573591650125
NCS42,OUT045,1389.2434787392633
DRH39,OUT010,-710.848177120153
FDC09,OUT027,3175.140977389624
FDT08,OUT010,492.8762387028264
FDC08,OUT035,3746.6609003878993
FDT20,OUT017,751.1707827911093
FDS35,OUT035,1192.569373852291
FDX58,OUT018,2624.2013239254525
FDW58,OUT046,1703.545801180212
DRD27,OUT046,1584.532925202769
FDH32,OUT019,-327.9662363078884
FDS26,OUT035,4281.852234354189
FDQ31,OUT046,1460.0811795691131
FDP11,OUT018,3197.176210856082
FDD58,OUT017,1715.3861739079116
FDM33,OUT045,3382.1920240369504
FDZ16,OUT049,3219.284687548356
NCS29,OUT010,2231.2862455541153
NCM18,OUT019,-943.8944730997446
FDP11,OUT049,3569.5021922245805
NCC42,OUT017,2338.701843645694
DRM23,OUT046,2711.712258426032
NCN55,OUT027,5207.578047758154
FDK46,OUT013,4112.348616504961
FDR01,OUT046,3200.9159639484355
NCA05,OUT045,2306.6417768897763
NCP43,OUT017,2911.141083393581
FDR12,OUT010,846.5666209084852
FDQ01,OUT013,4094.8194029084907
FDM13,OUT046,2106.2175353432494
FDQ19,OUT017,3999.959832354122
FDK56,OUT019,1025.626396258946
NCX06,OUT010,972.0751700665896
FDO56,OUT027,3406.383614785177
FDU45,OUT045,1791.458408524311
FDI16,OUT019,-974.9634586224863
FDL32,OUT046,1845.1009381518302
FDA07,OUT046,2034.1488967691894
FDA14,OUT045,2279.579366924007
FDV46,OUT027,3699.6433935635414
NCO07,OUT035,3503.1653202335588
NCP41,OUT046,1688.2839163814788
FDY60,OUT018,2043.3164393595466
FDN38,OUT017,4107.780744468004
FDO15,OUT046,1277.9390278990886
FDT60,OUT013,1992.3572573449173
FDA55,OUT035,3736.415234043431
FDE02,OUT010,-404.29228354162547
DRJ39,OUT049,3581.8804432325796
FDV34,OUT035,1420.6277330021153
FDS20,OUT027,4380.802228126131
FDF02,OUT027,3102.3871966675006
FDW40,OUT017,2425.5275674526033
NCB43,OUT046,2926.889993812286
FDR58,OUT017,1586.0171133490458
DRJ59,OUT035,821.9043198702861
NCD30,OUT017,1680.472337604775
FDE14,OUT017,1735.2801956993812
FDC28,OUT018,1469.2758676345036
FDU16,OUT018,1134.2101519623177
NCD19,OUT035,1061.7590277709137
FDU21,OUT046,657.3014629042232
FDV59,OUT027,4895.333912192424
FDU03,OUT045,2863.251763573423
FDC33,OUT010,1284.286467032524
NCR42,OUT035,727.8837179094912
DRH59,OUT035,1361.0831057291216
NCM31,OUT035,2397.3975057293924
FDS50,OUT035,3662.6565042490265
FDP39,OUT046,874.7774330776083
FDQ55,OUT013,1961.3507310305408
FDV36,OUT019,112.04444238284941
FDI05,OUT027,2733.0486530551743
FDS45,OUT027,3229.287079999374
FDA39,OUT045,610.0239835372672
FDC37,OUT010,-163.05535599934444
FDJ60,OUT027,4141.757453063317
DRQ35,OUT046,1960.2468082042278
NCJ06,OUT046,1901.492716547979
NCY42,OUT018,2021.4486667433039
DRM37,OUT049,3193.9819248023873
FDR14,OUT045,774.739619163618
FDE51,OUT049,881.8078915367573
FDT33,OUT017,2807.5357742912006
FDR08,OUT013,1847.2512988720323
FDE36,OUT010,731.8842019355848
FDL22,OUT019,-426.53633000848083
FDR44,OUT013,2174.995101587922
FDI56,OUT019,-461.5549269025636
FDE47,OUT010,119.03704700006995
FDV27,OUT010,-412.93542266372697
FDV10,OUT049,850.5489001681012
FDC40,OUT045,1251.3707824119024
NCX41,OUT013,3350.5213350957333
NCQ38,OUT027,3128.8377005752445
FDV12,OUT027,3117.306460608259
FDE52,OUT017,1586.383903972347
FDG20,OUT027,4289.9917470671435
FDV16,OUT027,2079.457530287186
FDI32,OUT017,1914.1741150117214
FDJ32,OUT049,1119.1210850836792
FDN39,OUT018,2462.340001238073
FDY34,OUT017,2821.8206210989392
FDC14,OUT035,892.4067782132474
FDA55,OUT017,3701.7956575233156
FDZ50,OUT010,1007.8408888984154
DRG13,OUT049,2715.478252583467
FDP01,OUT013,2511.2951306566524
NCG54,OUT017,2819.4360398584845
FDM13,OUT045,2050.6473879050454
NCO18,OUT027,4273.303084649066
NCW41,OUT013,2505.951073523772
FDM52,OUT027,3823.892260866267
NCF55,OUT035,734.8057729700663
FDT09,OUT046,2157.313315329414
NCM19,OUT035,1903.3527815004481
FDW12,OUT018,2113.5414902407574
FDP15,OUT019,2137.4091701561897
FDK36,OUT045,760.5432360810296
FDZ25,OUT035,2925.525081648669
NCW06,OUT049,3139.8443429877725
FDW60,OUT046,2893.1715558898873
DRC49,OUT013,2335.921541960079
NCT17,OUT035,3133.1124793369413
NCN06,OUT018,2308.5532199664417
FDC45,OUT013,2729.2276063916293
DRJ47,OUT019,816.1173400630241
NCF06,OUT045,4001.447491811692
FDE21,OUT010,-19.779202411083475
DRG27,OUT013,699.2559221104125
FDW40,OUT049,2392.8517250206955
NCO53,OUT046,2881.4389190247152
FDE23,OUT049,892.9203469006729
FDQ16,OUT046,1752.3429336641343
FDS26,OUT045,4024.243123378131
FDZ13,OUT010,-1102.0640074299793
FDS14,OUT049,2596.11954247449
FDC10,OUT045,1884.9258152625785
FDY16,OUT049,3073.8840687146044
FDJ20,OUT035,2189.2167665958723
FDV43,OUT035,862.694428240015
FDZ32,OUT027,3207.563665655119
FDR23,OUT046,2775.671009100777
FDN24,OUT035,1013.6756929341564
FDE34,OUT027,4348.398131537035
FDU31,OUT013,3537.270036938142
FDW33,OUT018,1447.070718726065
FDU26,OUT046,1930.6550111016131
FDE20,OUT027,4207.448313937715
NCW05,OUT035,1801.511896535946
FDB22,OUT018,2147.629832940315
FDO56,OUT046,1915.3007453280393
FDA19,OUT027,3532.231016013292
DRI39,OUT045,838.3047835558505
FDH52,OUT018,767.3983020637593
FDZ50,OUT035,3087.4574777673474
NCN42,OUT035,2477.9288423307335
FDB53,OUT013,2384.0412357241617
DRG11,OUT017,1844.4882472433833
DRK11,OUT027,3823.7944974809034
FDQ60,OUT017,2101.329049340711
FDT36,OUT017,681.7065423320948
DRG25,OUT018,2663.687330665758
DRJ23,OUT046,3008.9686552854487
FDG05,OUT035,2703.7966748509816
NCK06,OUT018,1658.665976983767
FDU52,OUT017,2571.489015848593
FDW07,OUT018,1173.4046337723235
NCM17,OUT045,662.6644738921816
FDA22,OUT045,2613.63858287195
NCA41,OUT018,2782.310146313154
FDF38,OUT035,903.2486014228875
FDH52,OUT046,1075.0244311823378
FDY58,OUT019,1689.5173541319632
FDZ16,OUT045,3050.8018497018375
NCM18,OUT017,1091.5866131198345
FDA22,OUT018,2375.554293298751
NCJ43,OUT035,2932.4500874899486
FDI34,OUT027,5135.896139509061
FDG56,OUT046,1049.6447423954764
FDS34,OUT046,1894.1649500648195
DRC01,OUT035,1027.9868367078507
FDQ04,OUT035,816.2509448054589
FDK04,OUT035,1112.3764695816735
FDT51,OUT049,1924.5602738473494
FDV26,OUT017,3253.1876599438565
FDS04,OUT049,2379.0781922121887
FDW43,OUT018,3380.95256891935
FDQ28,OUT010,580.5730309719024
NCK06,OUT017,2038.8355240182423
FDS23,OUT018,1794.1930482644907
FDZ36,OUT019,1120.8068141413346
FDE56,OUT018,768.0803966256344
FDW10,OUT027,4233.33164882806
NCN14,OUT045,2842.2809660537564
NCQ18,OUT045,1476.1187028351787
FDW08,OUT017,1821.1438070239547
FDU43,OUT035,3923.8696328600545
FDR33,OUT010,-156.39553275902506
FDM24,OUT010,525.938562350409
NCZ05,OUT046,1637.0952405541861
NCV41,OUT035,1937.532552299911
FDV11,OUT018,2528.694135084558
NCY05,OUT035,754.0195841936052
FDV44,OUT018,2767.9412467127636
FDW32,OUT049,1501.5994278142293
NCU18,OUT027,3710.3130444853723
NCC43,OUT035,4092.119817582582
FDW19,OUT013,1865.4640470311265
FDN31,OUT035,3184.8438825960743
FDI48,OUT045,823.0704182551726
FDS24,OUT017,1600.5367377426383
FDF46,OUT049,1952.4190831793198
DRG23,OUT017,2508.256445213428
FDG14,OUT018,2178.3145568774817
NCY30,OUT049,2925.1588521711174
FDO28,OUT018,1687.0955402957502
DRD24,OUT035,2412.399227423978
FDI33,OUT049,1562.644034832796
FDN32,OUT046,2956.648786965406
FDR16,OUT045,3342.106077326964
FDF26,OUT046,2498.991204678401
NCN29,OUT018,527.5734706841647
FDE20,OUT045,2672.6327276724396
FDA46,OUT046,3041.9439763056093
FDU28,OUT045,2949.514951767914
FDQ48,OUT045,1587.4657612863598
FDV36,OUT013,2080.318242765105
FDR14,OUT018,578.6136371407417
FDP23,OUT017,3545.5636085887454
FDP56,OUT013,892.789696588763
FDK48,OUT010,-660.4556916706551
FDR48,OUT046,2417.3922444715213
NCY29,OUT049,1017.4220514882779
FDM22,OUT018,658.5187205217519
DRJ01,OUT013,2598.097633411963
FDZ43,OUT045,3837.7987701541224
FDV03,OUT035,2607.2778396338636
FDX11,OUT027,4370.060045432825
NCA41,OUT027,4507.074273868436
FDE38,OUT017,2771.440654559736
FDI27,OUT018,537.9462387642557
FDN32,OUT013,2952.0272295510686
NCN43,OUT017,2038.1611486772222
FDB47,OUT027,4736.514616576383
FDV03,OUT017,2580.434822328278
NCN30,OUT045,1501.73700648356
NCV54,OUT010,1.6450705855548904
FDV07,OUT013,1811.1430243758955
FDP07,OUT049,3231.758121695019
FDK48,OUT018,934.0239692367945
FDM15,OUT019,556.6649311048968
FDY19,OUT027,3347.9742920881226
FDK46,OUT046,4104.518176023974
FDY11,OUT045,1074.157046752182
FDH09,OUT046,874.3198371301883
FDO08,OUT027,4131.904318303877
FDU14,OUT013,3991.9170183621945
FDD22,OUT027,3262.821635417515
FDM27,OUT017,2630.257977528756
FDL02,OUT027,3197.73453526767
NCA17,OUT035,2467.0047819369433
FDE38,OUT019,731.1022597462297
NCG07,OUT049,3067.5324659754356
DRC27,OUT013,3920.854383204467
FDA27,OUT035,4220.759648389326
FDW40,OUT045,2235.264325536189
DRI11,OUT013,1879.463954569113
FDN50,OUT046,1581.7744096457382
FDR12,OUT046,2772.584726480137
FDT34,OUT027,3115.2245827338356
FDW11,OUT035,1163.958207977687
NCO30,OUT027,4353.063136600978
FDZ34,OUT017,3186.994594342071
FDU45,OUT017,1967.7808514639487
NCD42,OUT035,764.8042424654341
FDX25,OUT045,2806.4488235705035
NCR29,OUT046,915.0077117667938
FDX43,OUT019,784.7783174393649
FDB04,OUT010,-467.1483881447732
FDR49,OUT027,2215.650373769121
FDS39,OUT018,2001.1486750527897
FDW58,OUT045,1647.8113332620683
FDG22,OUT019,-1204.1481215803778
FDG31,OUT017,1145.63177664316
NCV53,OUT027,5220.514384734173
DRJ37,OUT035,2529.7221621223866
FDV07,OUT035,1927.5594828932026
FDW52,OUT018,2414.129852401214
FDT15,OUT045,2914.0618906388627
FDD02,OUT018,1631.5179937062044
FDM16,OUT035,1403.3828848757457
NCE55,OUT046,2752.941568774946
FDB57,OUT018,3286.4204516626583
FDQ04,OUT013,758.9560446436699
FDQ47,OUT019,-1311.5864049106585
FDY14,OUT019,2261.2301262034985
DRK37,OUT017,3089.8334641808547
FDO25,OUT017,3416.7841818701845
FDL57,OUT046,4144.935161336052
NCK29,OUT018,1664.6961814766673
FDK46,OUT027,5566.883898591864
NCB43,OUT010,986.86607461938
DRE01,OUT027,5227.680002036123
FDC46,OUT018,2648.2902695725043
FDQ23,OUT045,1628.36847250569
FDX38,OUT049,976.5528226187616
FDG60,OUT018,3455.4525755838326
FDW55,OUT017,4064.408400432295
FDP39,OUT013,868.6108585194943
FDB20,OUT018,1015.4416850811228
FDV21,OUT017,2095.7466061724062
FDZ02,OUT013,1648.0998141699297
FDP19,OUT027,3491.394732476339
FDA38,OUT035,3988.33014036285
FDH22,OUT045,1950.9655781187903
DRM11,OUT045,4050.351476552415
FDO12,OUT027,4543.026894074461
FDT14,OUT049,2054.4141096143862
FDW34,OUT010,1941.3477476829316
FDG04,OUT027,4455.218930563918
FDW59,OUT018,1115.4613264930008
FDR33,OUT018,1492.369109107009
FDP32,OUT013,2099.32888710405
FDL13,OUT027,5176.328575245635
FDD22,OUT013,1851.1893074171812
FDV40,OUT027,2628.974566467717
NCD55,OUT046,687.4128489522398
FDQ20,OUT010,-1194.8917769812292
FDD28,OUT045,898.1935473263616
FDC39,OUT045,3221.5187098397882
NCR17,OUT049,1966.4508106113794
DRO35,OUT018,1583.4900477415285
FDF40,OUT049,4086.130862580182
FDR31,OUT018,2082.2458148877968
NCQ41,OUT017,3176.979130381519
FDP38,OUT046,845.7230535912045
NCU54,OUT027,4735.934483479544
FDG22,OUT018,371.1572921597798
DRK59,OUT013,3721.7922518335436
FDC37,OUT046,1719.618766227366
NCO42,OUT013,2340.8524154693328
NCT42,OUT017,2489.702124331398
FDX27,OUT035,1701.1376764788906
FDV40,OUT018,947.1454020948015
FDT45,OUT027,2361.8338913766725
FDS47,OUT019,-506.260688808503
FDR45,OUT035,3920.0823077027053
FDB03,OUT045,3735.552856560914
FDO49,OUT035,1068.6215212680363
FDU60,OUT027,4156.295387874569
FDB26,OUT018,640.8338914017813
FDB46,OUT017,3524.566163436153
FDQ37,OUT019,1186.5115228589116
FDN03,OUT017,4107.0757271069615
NCX30,OUT045,3842.577484756721
FDK32,OUT019,593.3212846269626
DRM47,OUT013,3071.3669740600717
NCO02,OUT046,1076.8040658998293
